TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;4.75
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;63.11
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-03-31;Títulos de crédito privado;0.08
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-03-31;Títulos públicos federais;31.95
CLASSES - FIF;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.18
CLASSES - FIF;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;6.13
CLASSES - FIF;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-9.42
CLASSES - FIF;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;8.22
CLASSES - FIF;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;62.80
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Cotas de Fundos de Investimento 409;36.14
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Depósitos a Prazo e Outros Títulos de Instituições Financeiras;20.25
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;19.74
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Títulos de Crédito Privado;5.39
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Títulos Públicos Federais;15.84
CLASSES - FIF;00.809.773/0001-13;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CURTO PRAZO OVER - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;96.03
CLASSES - FIF;00.824.198/0001-28;;BRADESCO FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI FEDERAL - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;29.58
CLASSES - FIF;00.824.198/0001-28;;BRADESCO FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI FEDERAL - RESP LIMITADA;2025-03-31;Títulos públicos federais;66.42
CLASSES - FIF;00.825.076/0001-56;;PRATICBEC FIF - CLASSE DE INVESTIMENTO RF CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;96.51
FI;00.825.077/0001-09;;BECMAXI FI FINANCEIRO - CI RF - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;100.00
CLASSES - FIF;00.826.901/0001-37;;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-03-31;Outras Cotas de Fundos de Investimento;100.03
CLASSES - FIF;00.826.901/0001-37;;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-03-31;Outros;0.04
CLASSES - FIF;00.826.903/0001-26;;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-03-31;Outras Cotas de Fundos de Investimento;100.05
CLASSES - FIF;00.826.903/0001-26;;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-03-31;Outros;0.00
FI;00.829.163/0001-81;;BRADESCO FIF - CIC MULTI MULTIPERFORMANCE - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;99.97
CLASSES - FIF;00.832.453/0001-84;;CSHG DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-03-31;Outros;100.40
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-03-31;Ações;0.04
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;63.18
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-03-31;Títulos de crédito privado;0.11
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-03-31;Títulos públicos federais;36.77
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;11.79
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;43.06
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Outras cotas de fundos de investimento;1.24
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;10.73
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;33.29
CLASSES - FIF;00.838.267/0001-52;;BANESTES INVESTIDOR AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;90.09
CLASSES - FIF;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;80.85
CLASSES - FIF;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;19.17
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;0.06
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;33.76
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-03-31;Títulos de crédito privado;0.00
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-03-31;Títulos públicos federais;66.30
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;9.68
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2025-03-31;Títulos públicos federais;90.34
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;7.97
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;92.05
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.83
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;6.34
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-9.74
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;8.50
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;64.92
CLASSES - FIF;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;67.80
CLASSES - FIF;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;10.20
CLASSES - FIF;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-03-31;Títulos públicos federais;22.13
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-03-31;Derivativos;99.93
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;18.21
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-03-31;Títulos públicos federais;82.72
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;0.34
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;11.84
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;16.36
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-03-31;Títulos de crédito privado;2.33
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-03-31;Títulos públicos federais;68.71
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.00
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;6.07
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-9.33
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;8.14
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;62.22
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de Fundos de Investimento 555;100.00
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-03-31;Outros;0.01
FI;01.353.260/0001-03;;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITAD;2025-03-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;95.64
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-03-31;Cotas de Fundos;2.36
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-03-31;Renda Fixa;97.40
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-03-31;Compromissadas lastreadas em T¿los P¿blicos;4.81
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;0.00
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-03-31;Outros;0.02
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-03-31;T¿los P¿blicos Federais;96.00
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Ações;94.63
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;0.00
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Derivativos;2.35
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;4.36
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-03-31;Ações;29.41
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-03-31;Derivativos;18.03
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;22.77
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-03-31;Outras aplicações;3.41
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-03-31;Títulos públicos federais;168.06
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;27.91
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-03-31;Derivativos;-7.92
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;20.06
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-03-31;Títulos públicos federais;52.04
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;11.78
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;43.02
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Outras cotas de fundos de investimento;1.24
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;10.72
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;33.26
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;13.37
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-03-31;Derivativos;11.29
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-03-31;Investimento no exterior;2.65
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;17.51
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-03-31;Títulos públicos federais;67.29
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-03-31;Ações;47.38
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;3.05
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-03-31;Derivativos;26.62
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-03-31;Outras aplicações;5.04
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-03-31;Títulos públicos federais;231.66
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.04
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;6.08
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-9.35
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;8.16
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;62.35
FI;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.18
