TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
FI;00.743.026/0001-20;;BANRISUL VIP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-02-28;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;27.59
FI;00.743.026/0001-20;;BANRISUL VIP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-02-28;TÍTULOS PÚBLICOS FEDERAIS;72.40
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;8.63
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;57.97
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-02-28;Títulos de crédito privado;0.08
CLASSES - FIF;00.777.815/0001-81;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2025-02-28;Títulos públicos federais;33.21
FI;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;19.23
FI;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;5.86
FI;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;-6.14
FI;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.09
FI;00.793.947/0001-05;;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;69.20
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Cotas de Fundos de Investimento 409;14.40
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Depósitos a Prazo e Outros Títulos de Instituições Financeiras;9.34
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Operações Compromissadas Lastreadas em Títulos Públicos Federais;34.44
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Títulos de Crédito Privado;1.99
FI;00.807.777/0001-62;;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Títulos Públicos Federais;38.25
FI;00.809.773/0001-13;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CURTO PRAZO OVER - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;91.62
CLASSES - FIF;00.824.198/0001-28;;BRADESCO FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI FEDERAL - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;29.28
CLASSES - FIF;00.824.198/0001-28;;BRADESCO FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI FEDERAL - RESP LIMITADA;2025-02-28;Títulos públicos federais;66.84
FI;00.825.076/0001-56;;PRATICBEC FIF - CLASSE DE INVESTIMENTO RF CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;96.46
FI;00.825.077/0001-09;;BECMAXI FI FINANCEIRO - CI RF - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;99.99
FI;00.826.901/0001-37;;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-02-28;Outras Cotas de Fundos de Investimento;100.07
FI;00.826.901/0001-37;;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-02-28;Outros;-0.01
FI;00.826.903/0001-26;;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-02-28;Outras Cotas de Fundos de Investimento;100.02
FI;00.826.903/0001-26;;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-02-28;Outros;0.01
FI;00.829.163/0001-81;;BRADESCO FIF - CIC MULTI MULTIPERFORMANCE - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;99.96
FI;00.832.453/0001-84;;CSHG DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-02-28;Outros;100.37
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-02-28;Ações;0.03
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-02-28;Derivativos;0.00
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;54.50
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-02-28;Títulos de crédito privado;0.09
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-02-28;Títulos públicos federais;45.44
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;12.01
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;41.51
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Outras cotas de fundos de investimento;1.28
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Títulos de crédito privado;11.10
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;34.18
FI;00.838.267/0001-52;;BANESTES INVESTIDOR AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;90.20
FI;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;83.14
FI;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;16.87
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;0.10
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;30.96
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-02-28;Títulos de crédito privado;0.00
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-02-28;Títulos públicos federais;68.84
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;6.57
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2025-02-28;Títulos públicos federais;93.46
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;8.85
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;91.17
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;19.86
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;6.05
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;-6.34
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.15
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;71.48
FI;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;67.35
FI;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;10.34
FI;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-02-28;Títulos públicos federais;22.42
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-02-28;Derivativos;99.96
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;16.38
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-02-28;Títulos públicos federais;82.46
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;0.37
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;11.23
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;10.29
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-02-28;Títulos de crédito privado;2.34
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-02-28;Títulos públicos federais;75.30
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;19.05
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;5.80
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;-6.08
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.07
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;68.55
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de Fundos de Investimento 555;100.01
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-02-28;Outros;0.00
FI;01.353.260/0001-03;;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITAD;2025-02-28;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;95.51
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-02-28;Cotas de Fundos;2.36
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-02-28;Renda Fixa;97.40
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-02-28;Compromissadas lastreadas em T¿los P¿blicos;4.44
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;0.00
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-02-28;Outros;0.04
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-02-28;T¿los P¿blicos Federais;94.39
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Ações;95.81
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;0.00
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Derivativos;2.75
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;3.41
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-02-28;Ações;13.52
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;10.77
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;5.08
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;39.89
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-02-28;Títulos públicos federais;80.75
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;26.69
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-02-28;Derivativos;-4.66
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;15.14
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-02-28;Títulos públicos federais;58.16
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;12.01
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;41.48
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Outras cotas de fundos de investimento;1.28
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Títulos de crédito privado;11.09
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;34.16
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;13.80
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Derivativos;9.01
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Investimento no exterior;2.71
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;13.05
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Títulos públicos federais;69.72
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-02-28;Ações;30.97
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;27.23
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-02-28;Derivativos;12.65
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;14.32
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-02-28;Títulos públicos federais;154.75
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;19.02
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;5.79
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;-6.07
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.06
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;68.43
FI;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;19.22
FI;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;5.85
FI;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;-6.14
FI;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.08
