TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
FI;00.829.163/0001-81;;BRADESCO FIF - CIC MULTI MULTIPERFORMANCE - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;1.48
FI;00.829.163/0001-81;;BRADESCO FIF - CIC MULTI MULTIPERFORMANCE - RESP LIMITADA;2024-12-31;Títulos públicos federais;3.07
FI;00.832.453/0001-84;;CSHG DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2024-12-31;Compromissadas lastreadas em T¿los P¿blicos;100.09
FI;00.832.453/0001-84;;CSHG DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2024-12-31;Outros;0.22
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2024-12-31;Ações;0.04
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2024-12-31;Derivativos;-10.73
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;11.74
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2024-12-31;Títulos de crédito privado;0.08
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2024-12-31;Títulos públicos federais;88.23
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;13.08
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;38.65
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Outras cotas de fundos de investimento;1.36
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de crédito privado;11.73
FI;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;35.24
FI;00.838.267/0001-52;;BANESTES INVESTIDOR AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;90.07
FI;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;80.32
FI;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;19.69
FI;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;0.13
FI;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;32.89
FI;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2024-12-31;Títulos de crédito privado;0.00
FI;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2024-12-31;Títulos públicos federais;67.11
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;9.99
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2024-12-31;Títulos públicos federais;90.03
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;14.57
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;85.45
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.86
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;5.50
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;-6.67
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.79
FI;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;71.39
FI;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;85.13
FI;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;5.44
FI;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2024-12-31;Títulos públicos federais;9.53
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2024-12-31;Derivativos;99.78
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;11.08
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2024-12-31;Títulos públicos federais;89.33
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;0.37
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;10.42
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;11.01
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2024-12-31;Títulos de crédito privado;2.33
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2024-12-31;Títulos públicos federais;75.45
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.09
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;5.28
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;-6.42
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.68
FI;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;68.65
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de Fundos de Investimento 555;100.03
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-12-31;Outros;0.00
FI;01.353.260/0001-03;;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITAD;2024-12-31;OPERAÃ+ÃES COMPROMISSADAS LASTREADAS EM TÃ?TULOS PÃsBLICOS FEDERAIS;95.54
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2024-12-31;Cotas de Fundos;1.76
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2024-12-31;Renda Fixa;97.83
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2024-12-31;Compromissadas lastreadas em T¿los P¿blicos;20.22
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;0.00
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2024-12-31;Outros;0.05
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2024-12-31;T¿los P¿blicos Federais;80.14
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Ações;95.50
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;0.00
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Derivativos;1.52
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.53
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2024-12-31;Ações;12.29
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;6.24
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;39.40
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2024-12-31;Títulos de crédito privado;0.04
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2024-12-31;Títulos públicos federais;41.66
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;27.82
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2024-12-31;Derivativos;-5.16
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;14.63
FI;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2024-12-31;Títulos públicos federais;57.54
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;13.07
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;38.63
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Outras cotas de fundos de investimento;1.36
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de crédito privado;11.73
FI;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;35.22
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;13.92
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Derivativos;8.24
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Investimento no exterior;2.72
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;13.65
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Títulos públicos federais;69.93
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2024-12-31;Ações;39.57
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2024-12-31;Derivativos;0.05
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;17.01
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2024-12-31;Outras aplicações;0.00
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2024-12-31;Títulos públicos federais;42.84
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.07
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;5.28
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;-6.41
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.68
FI;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;68.54
FI;01.606.546/0001-53;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MERCÚRIO - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.23
