TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;00.825.076/0001-56;;PRATICBEC FIF - CLASSE DE INVESTIMENTO RF CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;96.58
FI;00.825.077/0001-09;;BECMAXI FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;100.03
CLASSES - FIF;00.826.901/0001-37;;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-04-30;Outras Cotas de Fundos de Investimento;100.05
CLASSES - FIF;00.826.901/0001-37;;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-04-30;Outros;0.04
CLASSES - FIF;00.826.903/0001-26;;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-04-30;Outras Cotas de Fundos de Investimento;100.04
CLASSES - FIF;00.826.903/0001-26;;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-04-30;Outros;0.00
FI;00.829.163/0001-81;;BRADESCO FIF - CIC MULTI MULTIPERFORMANCE - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;99.87
CLASSES - FIF;00.832.453/0001-84;;CSHG DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-04-30;Outros;100.41
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;Ações;0.03
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;74.60
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;Títulos de crédito privado;0.10
FI;00.836.263/0001-35;;TIVIO ATIVO FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;Títulos públicos federais;25.96
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;11.56
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;45.31
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Outras cotas de fundos de investimento;1.16
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Títulos de crédito privado;10.18
CLASSES - FIF;00.838.266/0001-08;;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;31.89
CLASSES - FIF;00.838.267/0001-52;;BANESTES INVESTIDOR AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;90.16
CLASSES - FIF;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;76.03
CLASSES - FIF;00.838.269/0001-41;;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;23.98
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;0.05
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;28.57
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-04-30;Títulos de crédito privado;0.00
CLASSES - FIF;00.885.760/0001-23;;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-04-30;Títulos públicos federais;71.51
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;9.84
FI;00.885.762/0001-12;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LP TÍTULOS PÚBLICOS - RESP LIMITADA;2025-04-30;Títulos públicos federais;90.19
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;7.06
CLASSES - FIF;00.975.480/0001-06;;BRADESCO H FIF  - CLASSE DE  INVESTIMENTO RF REFERENCIADA DI LONGO PRAZO  RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;92.96
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-04-30;Cotas de fundos de investimento 409;19.79
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;6.25
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-04-30;Derivativos;11.08
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;8.70
CLASSES - FIF;00.979.181/0001-40;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;64.67
CLASSES - FIF;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;69.22
CLASSES - FIF;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;8.93
CLASSES - FIF;01.114.310/0001-08;;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-04-30;Títulos públicos federais;21.99
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-04-30;Derivativos;99.95
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;12.12
FI;01.171.956/0001-19;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL DÓLAR - RESP LIMITADA;2025-04-30;Títulos públicos federais;87.48
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;11.74
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Derivativos;11.10
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;16.43
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Títulos de crédito privado;2.39
FI;01.171.957/0001-63;;BRAM FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Títulos públicos federais;68.61
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-04-30;Cotas de fundos de investimento 409;18.98
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;6.00
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-04-30;Derivativos;10.63
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;8.34
CLASSES - FIF;01.197.545/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;62.03
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;Cotas de Fundos de Investimento 555;100.02
FI;01.221.890/0001-24;;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;Outros;0.00
FI;01.353.260/0001-03;;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITAD;2025-04-30;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;95.84
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-04-30;Cotas de Fundos;2.36
FI;01.375.954/0001-41;;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-04-30;Renda Fixa;97.40
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-04-30;Compromissadas lastreadas em T¿los P¿blicos;7.24
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-04-30;Derivativos;0.00
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-04-30;Outros;0.02
FI;01.464.595/0001-07;;CSHG FUNDO DE INVESTIMENTO FINANCEIRO - CAMBIAL RESPONSABILIDADE LIMITADA;2025-04-30;T¿los P¿blicos Federais;92.27
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Ações;95.42
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;0.00
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Derivativos;2.87
FI;01.496.940/0001-86;;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;4.01
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-04-30;Ações;10.87
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;15.70
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-04-30;Derivativos;123.88
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-04-30;Outras aplicações;7.06
FI;01.541.649/0001-82;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT CONSERVADOR - RESP LIMITADA;2025-04-30;Títulos públicos federais;264.84
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;28.44
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-04-30;Derivativos;12.79
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;13.58
CLASSES - FIF;01.562.582/0001-62;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-04-30;Títulos públicos federais;57.99
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;11.55
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;45.28
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Outras cotas de fundos de investimento;1.16
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Títulos de crédito privado;10.17
CLASSES - FIF;01.587.403/0001-41;;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;31.87
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;12.22
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;Derivativos;7.62
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;Investimento no exterior;2.45
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;15.79
FI;01.606.543/0001-10;;BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;Títulos públicos federais;69.67
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-04-30;Ações;15.83
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;14.67
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-04-30;Derivativos;115.75
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-04-30;Outras aplicações;6.59
FI;01.606.544/0001-64;;BRADESCO FIF - CIC MULTI GOLDEN PROFIT DINÂMICO - RESP LIMITADA;2025-04-30;Títulos públicos federais;247.66
CLASSES - FIF;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-04-30;Cotas de fundos de investimento 409;19.01
CLASSES - FIF;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;6.01
CLASSES - FIF;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-04-30;Derivativos;10.65
CLASSES - FIF;01.606.545/0001-09;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MACRO - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;8.35
