CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;NM_FANTASIA;ENDER_ELETRONICO;PUBLICO_ALVO;RESTR_INVEST;OBJETIVO;POLIT_INVEST;PR_PL_ATIVO_EXTERIOR;PR_PL_ATIVO_CRED_PRIV;PR_PL_ALAVANC;PR_ATIVO_EMISSOR;DERIV_PROTECAO_CARTEIRA;RISCO_PERDA;RISCO_PERDA_NEGATIVO;PR_PL_APLIC_MAX_FUNDO_UNICO;INVEST_INICIAL_MIN;INVEST_ADIC;RESGATE_MIN;HORA_APLIC_RESGATE;VL_MIN_PERMAN;QT_DIA_CAREN;CONDIC_CAREN;CONVERSAO_COTA_COMPRA;QT_DIA_CONVERSAO_COTA_COMPRA;CONVERSAO_COTA_CANC;QT_DIA_CONVERSAO_COTA_RESGATE;TP_DIA_PAGTO_RESGATE;QT_DIA_PAGTO_RESGATE;TP_TAXA_ADM;TAXA_ADM;TAXA_ADM_MIN;TAXA_ADM_MAX;TAXA_ADM_OBS;TAXA_ENTR;CONDIC_ENTR;QT_DIA_SAIDA;TAXA_SAIDA;CONDIC_SAIDA;TAXA_PERFM;PR_PL_DESPESA;DT_INI_DESPESA;DT_FIM_DESPESA;ENDER_ELETRONICO_DESPESA;VL_PATRIM_LIQ;CLASSE_RISCO_ADMIN;PR_RENTAB_FUNDO_5ANO;INDICE_REFER;PR_VARIACAO_INDICE_REFER_5ANO;QT_ANO_PERDA;DT_INI_ATIV_5ANO;ANO_SEM_RENTAB;CALC_RENTAB_FUNDO_GATILHO;PR_VARIACAO_PERFM;CALC_RENTAB_FUNDO;RENTAB_GATILHO;DS_RENTAB_GATILHO;ANO_EXEMPLO;ANO_ANTER_EXEMPLO;VL_RESGATE_EXEMPLO;VL_IMPOSTO_EXEMPLO;VL_TAXA_ENTR_EXEMPLO;VL_TAXA_SAIDA_EXEMPLO;VL_AJUSTE_PERFM_EXEMPLO;VL_DESPESA_EXEMPLO;VL_DESPESA_3ANO;VL_DESPESA_5ANO;VL_RETORNO_3ANO;VL_RETORNO_5ANO;REMUN_DISTRIB;DISTRIB_GESTOR_UNICO;CONFLITO_VENDA;TEL_SAC;ENDER_ELETRONICO_RECLAMACAO;INF_SAC
09.639.943/0001-33;VERDE AM STRATEGY II MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-09-30;VERDE AM STRATEGY II MASTER FI EM ACOES;WWW.ITAUCUSTODIA.COM.BR;O FUNDO é destinado a receber aplicações de investidores em geral, admitindo investimentos especificamente de fundos de investimento e de fundos de investimento em cotas de fundos de investimento que sejam geridos pela GESTORA, doravante designados cotistas, que busquem a valorização de suas cotas e aceitem assumir os riscos descritos neste Regulamento, aos quais os investimentos do FUNDO e, consequentemente, seus cotistas estão expostos, em razão da política de investimento do FUNDO.;NÃO HÁ RESTRIÇÃO;Proporcionar retorno por meio da seleção de ações de companhias abertas com potencial de valorização e perspectiva de retorno em longo prazo.;O  FUNDO buscará proporcionar a valorização de suas cotas mediante aquisição de ações, buscando rentabilidade superior ao Ibovespa (benchmark).;20.000000;33.000000;100.000000;;N;S;N;100.000000;1.000000;1.000000;1.000000;15:00;1.000000;0;Não há;Fechamento;0;Fechamento;1;Dias Úteis;3;Fixa;0.000000;0.000000;0.500000;0,5% do patrimônio líquido ao ano.;0.000000;Não há.;0;;Não há.;Não há.;0.390000;2020-09-01;2021-08-31;WWW.ITAUCUSTODIA.COM.BR;26651100.210000;5;106.550000;IBOVESPA FECHAMENTO;90.140000;0;2008-11-14;;;;;;;2021;2020;1051.120000;9.010000;0.000000;;;4.420000;12.560000;21.020000;318.440000;589.490000;A principal atividade realizada pela Intrag é a administração fiduciária, no entanto, esta pode, observados certos requisitos, atuar como distribuidora dos fundos por ela administrados: (i) seja como principal distribuidor ou (ii) mediante processo de seleção de agentes autônomos, sendo, nesta situação, remunerada pela própria taxa de administração paga pelo fundo.;No caso do FUNDO, a Intrag é a principal distribuidora de suas cotas. Embora não seja sua atividade preponderante, pode eventualmente exercer essa atividade, no âmbito de sua atuação como administradora fiduciária de fundos;A Intrag distribui cotas de fundo que não seja o administrador somente em casos excepcionais e remunerações recebidas nos termos do art. 92 da ICVM 555 observam a regulamentação. Assim, não se identificam situações de conflitos não aceitas pela regulamentação. Também não há acordos ou orientações que favoreçam a distribuição de certos fundos em detrimento de outros. Ao contratar agentes autônomos: i) não podem realizar, mesmo gratuitamente, atividades de consultoria, e (ii) devem reportar ao cliente e à Intrag conflitos identificados ou suspeitos remuneração ou benefício indireto;8007280728;WWW.INTRAG.COM.BR;SUBSTITUA ESTA FRASE PELAS INFORMAÇÕES ADICIONAIS DO COTISTA.
09.648.050/0001-54;BB AÇÕES CONSTRUÇÃO CIVIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-09-30;BB Ações Construção Civil;www.bb.com.br;O fundo é destinado a investidores que pretendam: investir no setor da construção civil e que sejam investidores clientes do Banco do Brasil;;Acompanhar o desempenho das ações das empresas brasileiras do setor imobiliário em geral;As aplicações do FUNDO deverão se subordinar aos limites abaixo, em relação ao patrimônio líquido:    Cotas de fundos de investimento em ações emitidas por empresas brasileiras do setor imobiliário em geral: Mín 95%  -  Máx 100%    Títulos públicos federais, títulos de renda fixa de emissão de instituição financeira e operações compromissadas lastreadas em títulos públicos federais: Mín 0%  -  Máx 5%;20.000000;5.000000;0.000000;;N;S;N;100.000000;0.010000;0.010000;0.010000;17:00;0.010000;;;Fechamento;1;Fechamento;1;Dias Úteis;3;Variável;;1.000000;2.000000;;;;;;;Não há.;0.363800;2020-10-01;2021-09-30;www.bb.com.br;197199225.220000;5;25.830000;IMOB;30.630000;2;2008-07-18;;Não se aplica;0.000000;Não se aplica;Não se aplica;Não se aplica;2021;2020;748.760000;0.000000;;0.000000;;5.660000;13.190000;24.240000;317.810000;586.270000;O Distribuidor fará jus a uma importância correspondente a um percentual da taxa de administração informada no regulamento do fundo, a ser paga diretamente pelo fundo mediante dedução do valor devido ao Administrador e ao Gestor. As responsabilidades e remunerações pelos serviços de distribuição estão definidas em contrato específico, celebrado entre o Administrador e o Distribuidor de cotas do fundo. Os pagamentos ao Distribuidor serão efetuados conforme periodicidade definida nos contratos vigentes.;O principal Distribuidor do fundo é o Banco do Brasil que oferta para o público alvo do fundo, preponderantemente, fundos geridos pela BB DTVM.;O Administrador, o Gestor ou partes a eles relacionadas não recebem remuneração pela alocação dos recursos deste Fundo nos fundos investidos, nem tampouco pela distribuição de produtos nos mercados financeiros e de capitais nos quais o fundo venha a investir. Inexiste, portanto, a possibilidade de afetar a independência da atividade de gestão em decorrência de potencial conflito de interesses.;38087500;bbdtvm@bb.com.br - Praça XV de Novembro 20, 3ºand,;
09.720.565/0001-18;CANVAS ENDURO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-09-30;CANVAS ENDURO MASTER FI MULTIMERCADO;WWW.ITAUCUSTODIA.COM.BR;O FUNDO, a critério do ADMINISTRADOR, receberá recursos de fundos de investimento administrados ou geridos pelo ADMINISTRADOR e/ou pelo GESTOR.;NÃO HÁ RESTRIÇÃO;Proporcionar retorno por meio da utilização de estratégia de investimento diversificada.;O objetivo do FUNDO é aplicar seus recursos em ativos financeiros de diferentes naturezas, riscos e características, definindo as estratégias de investimento com base em cenários macroeconômicos de médio e longo prazo, sem o compromisso de concentração em nenhum ativo ou fator de risco em especial, observado que a rentabilidade do FUNDO será impactada em virtude dos custos e despesas do FUNDO, inclusive taxa de administração.;20.000000;50.000000;100.000000;;N;N;S;100.000000;1.000000;1.000000;1.000000;18:00;1.000000;0;Não há;Fechamento;1;Fechamento;0;Dias Úteis;1;Fixa;0.050000;0.000000;0.400000;0,4% do patrimônio líquido ao ano.;0.000000;Não há.;0;;Não há.;Não há.;0.310000;2020-09-01;2021-08-31;WWW.ITAUCUSTODIA.COM.BR;1661505234.410000;5;59.800000;CDI;34.860000;0;2008-08-29;;;;;;;2021;2020;1051.930000;11.000000;0.000000;;;3.600000;10.210000;17.070000;320.790000;593.440000;A principal atividade realizada pela Intrag é a administração fiduciária, no entanto, esta pode, observados certos requisitos, atuar como distribuidora dos fundos por ela administrados: (i) seja como principal distribuidor ou (ii) mediante processo de seleção de agentes autônomos, sendo, nesta situação, remunerada pela própria taxa de administração paga pelo fundo.;No caso do FUNDO, a Intrag é a principal distribuidora de suas cotas. Embora não seja sua atividade preponderante, pode eventualmente exercer essa atividade, no âmbito de sua atuação como administradora fiduciária de fundos;A Intrag distribui cotas de fundo que não seja o administrador somente em casos excepcionais e remunerações recebidas nos termos do art. 92 da ICVM 555 observam a regulamentação. Assim, não se identificam situações de conflitos não aceitas pela regulamentação. Também não há acordos ou orientações que favoreçam a distribuição de certos fundos em detrimento de outros. Ao contratar agentes autônomos: i) não podem realizar, mesmo gratuitamente, atividades de consultoria, e (ii) devem reportar ao cliente e à Intrag conflitos identificados ou suspeitos remuneração ou benefício indireto;8007280728;WWW.INTRAG.COM.BR;SUBSTITUA ESTA FRASE PELAS INFORMAÇÕES ADICIONAIS DO COTISTA.
09.720.710/0001-60;INTER CONSERVADOR PLUS FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-09-30;DLM HEDGE CONS FIM;www.btgpactual.com;O FUNDO destina-se a receber aplicações de investidores pessoas físicas e/ou jurídicas em geral, bem como de fundos de investimento;não possui restrição para entrada de investidores.;O FUNDO tem como objetivo alocar em títulos públicos e privados, bem como buscar oportunidades de arbitragem entre ativos emitidos por uma mesma empresa ou por um mesmo grupo de empresas, além de operações estruturadas., com o objetivo de proporcionar ganhos de capital superiores ao rendimento do CDI em períodos de 01 (um) ano.;Os fundos multimercado devem possuir políticas de investimento que envolvam vários fatores de risco, sem o compromisso de concentração em nenhum fator em especial.;0.000000;50.000000;100.000000;;N;N;N;10.000000;500.000000;100.000000;100.000000;15:40;500.000000;;;Fechamento;0;Fechamento;0;Dias Úteis;1;Fixa;0.800000;;;0.8000% do patrimônio líquido ao ano.;;;;;;20% sobre o que exceder 100% do índice CDI;0.830000;2020-07-01;2021-06-30;www.cvm.gov.br;160117285.110000;4;30.228006;CDI;30.624881;0;2008-09-29;;Os valores mostrados nas tabelas de rentabilidade estão arredondados em duas casas decimais.;30.624881;Fórmula de cálculo utilizada para rentabilidade da lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2021;2020;1011.220513;2.380109;;;0.099057;1.940000;28.850000;53.210000;302.150000;557.300000;Não se Aplica;Não se Aplica;Não se Aplica;8007722827;ouvidoria@btgpactual.com;Fundos que não possuem obrigatoriamente o compromisso de concentração em nenhuma estratégia específica.
09.720.734/0001-10;AF INVEST FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO GERAES;2021-09-30;GERAES FI RF CP;www.btgpactual.com;O fundo tem como público alvo pessoas físicas e/ou jurídicas, sem restrições, bem como Entidades Fechadas de Previdência Complementar ("EFPC"), que buscam uma rentabilidade diferenciada relacionada às operações de renda fixa.;não possui restrição para entrada de investidores.;O FUNDO tem como objetivo manter uma gestão ativa nos mercados de juros, mantendo um perfil de atuação conservador.;Os fundos de renda fixa tem como principal fator de risco de sua carteira a variação da taxa de juros doméstica ou de índice de preços, ou ambos. Eles devem possuir, no mínimo, 80% da carteira em ativos relacionados diretamente, ou sintetizados via derivativos, ao fator de risco que dá nome à classe.;0.000000;100.000000;15.000000;;N;S;N;10.000000;1000.000000;1000.000000;1000.000000;15:40;500.000000;;;Fechamento;0;Fechamento;0;Dias Úteis;1;Variável;;0.400000;0.600000;0,40% mínimo e 0,60% máximo do patrimônio líquido ao ano.;;;;;;Não há.;0.480000;2020-07-01;2021-06-30;www.cvm.gov.br;548303399.740000;2;29.750575;CDI;30.624881;1;2008-09-11;;Os valores mostrados nas tabelas de rentabilidade estão arredondados em duas casas decimais.;30.624881;Fórmula de cálculo utilizada para rentabilidade da lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2021;2020;990.116053;0.000000;;;;4.610000;16.680000;30.770000;314.320000;579.740000;A distribuição das cotas do fundo é efetuada por uma instituição integrante do sistema de distribuição de valores mobiliários, devidamente autorizada e habilitada pela CVM, encontrando-se, portanto, capacitada para exercer atividades relacionadas à colocação, negociação e venda de títulos e valores mobiliários, dentre estes, quotas de fundos. Os contratos são firmados pelo fundo envolvendo tanto gestora e administrador como partes, e estabelecem obrigações relacionadas a manutenção de procedimentos de prevenção e combate ao crime de lavagem de dinheiro e de adequação do fundo ao perfil do investidor (suitability). Os distribuidores são remunerados diretamente pelo fundo, com base em percentual da taxa de administração e, em determinados casos, em percentual da taxa de performance, essas previstas no regulamento.;O principal distribuidor não oferta, para o público alvo do fundo, preponderantemente fundos geridos por um único gestor, ou por gestores ligados a um mesmo grupo econômico;O BTG Pactual possui procedimentos que visam mitigar ou eliminar o conflito de interesses no esforço de venda.;8007722827;ouvidoria@btgpactual.com;Fundos que buscam retorno em ativos de renda fixa, admitindo-se estratégias com risco de juros e de índice de preços, sendo vedada a exposição em renda variável. Não possui limites mínimo ou máximo para duration média ponderada da carteira e investe no mínimo 80%  em títulos públicos federais, ativos com baixo risco de crédito do mercado doméstico ou externo.
09.720.828/0001-99;OPPORTUNITY TOTAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-09-30;OPPORTUNITY TOTAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;https://servicosfinanceiros.bnymellon.com;O FUNDO tem como público alvo fundos de investimento e fundos de investimento em cotas de fundos de investimento destinados a investidores em geral;;com o objetivo de proporcionar rentabilidade de longo prazo aos cotistas.;O FUNDO adota uma estratégia primordialmente fundamentalista macro, com uma política de investimento que consiste em aplicar seus recursos em uma carteira diversificada composta por ativos negociados nos mercados de renda fixa de títulos públicos e privados, juros, câmbio, ações, dívida externa e commodities, utilizando-se dos instrumentos disponíveis tanto no mercado à vista quanto no mercado de derivativos, no Brasil e no exterior;20.000000;50.000000;999.000000;;N;S;S;10.000000;0.000000;0.000000;0.000000;14:00;0.000000;0;;Fechamento;0;Fechamento;0;Dias Úteis;2;Fixa;0.100000;;;;0.000000;;0;0.000000;Não há;Não há;-0.370000;2020-10-01;2021-09-30;https://servicosfinanceiros.bnymellon.com;1805622784.000000;5;83.730000;;;0;2009-03-06;;;;;;;2021;2020;1073.180000;12.910000;;;;0.000000;0.000000;0.000000;343.880000;634.310000;Os Distribuidores são remunerados diretamente pelo FUNDO, com base em percentual da taxa de administração e, em determinados casos, em percentual da taxa de performance, podendo existir ou não desconto da parcela paga à GESTORA.;Não;;8007253219;21 3219-2600,0800-7253219 ou sac@bnymellon.com.br;
09.720.835/0001-90;OPPORTUNITY LÓGICA MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-09-30;OPPORTUNITY LOGICA MASTER FIA;https://servicosfinanceiros.bnymellon.com;O FUNDO é destinado a investidores em geral, sendo eles fundos de investimento e fundos de investimento em cotas de fundos de investimento geridos pela GESTORA.;;O FUNDO não busca acompanhar o Ibovespa, podendo utilizar instrumentos derivativos para alavancagem.;A política de investimento do FUNDO consiste em uma estratégia de investimento preponderante em renda variável, proporcionando a seus condôminos a valorização de suas cotas, mediante a aquisição em carteira diversificada de ativos financeiros, negociados no Brasil e no exterior, admitidos pela legislação pertinente, tendo a GESTORA poder discricionário para investir em ações de primeira, segunda e terceira linhas, podendo inclusive investir em ações de baixa liquidez e em operações com derivativos, envolvendo contratos referenciados em ações, índices de ações, taxas de juros ou câmbio.;20.000000;33.000000;200.000000;;N;N;S;10.000000;0.000000;0.000000;0.000000;14:00;0.000000;0;;Fechamento;1;Fechamento;0;Dias Úteis;2;Fixa;0.010000;;;;0.000000;;0;0.000000;Não há;Não há;-0.250000;2020-10-01;2021-09-30;https://servicosfinanceiros.bnymellon.com;3897437952.000000;4;147.480000;;;0;2011-03-03;;;;;;;2021;2020;1049.800000;8.790000;;;;0.000000;0.000000;0.000000;339.730000;626.640000;Os Distribuidores são remunerados diretamente pelo FUNDO, com base em percentual da taxa de administração e, em determinados casos, em percentual da taxa de performance, podendo existir ou não desconto da parcela paga à GESTORA.;Não;;8007253219;21 3219-2600,0800-7253219 ou sac@bnymellon.com.br;
09.814.233/0001-00;BTG PACTUAL TESOURO IPCA GERAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2021-09-30;TESOURO IPCA GERALRF;www.btgpactual.com;-O FUNDO destina-se a receber aplicações de recursos provenientes de investidores pessoas físicas e jurídicas em geral, de acordo com a regulamentação vigente, principalmente: (i) companhias seguradoras e sociedades de capitalização (ii) entidades abertas e fechadas de previdência complementar e (iii) regimes próprios de Previdência Social (individualmente, apenas "Cotista", e quando tomados coletivamente denominados "Cotistas").;não possui restrição para entrada de investidores.;O FUNDO tem como objetivo proporcionar rentabilidade que acompanhe a variação do IMA-B, mantendo um perfil de atuação conservador, sendo a carteira do FUNDO será composta exclusivamente por títulos públicos federais, registrados no Sistema Especial de Liquidação e Custódia (SELIC), e/ou operações compromissadas lastreadas em títulos públicos federais, observados os limites estabelecidos abaixo, e as regulamentações aplicáveis aos investimentos das entidades fechadas de previdência complementar (;Os fundos de renda fixa tem como principal fator de risco de sua carteira a variação da taxa de juros doméstica ou de índice de preços, ou ambos. Eles devem possuir, no mínimo, 80% da carteira em ativos relacionados diretamente, ou sintetizados via derivativos, ao fator de risco que dá nome à classe.;0.000000;50.000000;0.000000;;S;N;S;0.000000;3000.000000;1000.000000;1000.000000;15:30;1000.000000;;;Fechamento;0;Fechamento;1;Dias Úteis;2;Fixa;0.200000;;;0.20% do patrimônio líquido ao ano.;;;;;;Não há.;3.600000;2020-07-01;2021-06-30;www.cvm.gov.br;389893763.120000;2;60.551260;IMA-B;62.995870;1;2008-07-23;;Os valores mostrados nas tabelas de rentabilidade estão arredondados em duas casas decimais.;62.995870;Fórmula de cálculo utilizada para rentabilidade da lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2021;2020;1052.153476;11.062859;;;;2.490000;125.120000;230.770000;205.880000;379.740000;A distribuição das cotas do fundo é efetuada por uma instituição integrante do sistema de distribuição de valores mobiliários, devidamente autorizada e habilitada pela CVM, encontrando-se, portanto, capacitada para exercer atividades relacionadas à colocação, negociação e venda de títulos e valores mobiliários, dentre estes, quotas de fundos. Os contratos são firmados pelo fundo envolvendo tanto gestora e administrador como partes, e estabelecem obrigações relacionadas a manutenção de procedimentos de prevenção e combate ao crime de lavagem de dinheiro e de adequação do fundo ao perfil do investidor (suitability). Os distribuidores são remunerados diretamente pelo fundo, com base em percentual da taxa de administração e, em determinados casos, em percentual da taxa de performance, essas previstas no regulamento.;O principal distribuidor não oferta, para o público alvo do fundo, preponderantemente fundos geridos por um único gestor, ou por gestores ligados a um mesmo grupo econômico;O BTG Pactual possui procedimentos que visam mitigar ou eliminar o conflito de interesses no esforço de venda.;8007722827;ouvidoria@btgpactual.com;Fundos que buscam retorno por meio de investimentos em ativos de renda fixa, admitindo-se estratégias que impliquem em risco de juros e de índice de preços. Excluem-se estratégias com exposição em renda variável. Não possui o compromisso de manter limites mínimo ou máximo para duration média ponderada da carteira e investe 100% dos seus recursos em títulos públicos federais do Brasil.
09.911.412/0001-58;BTG PACTUAL MULTI CDB FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI - CRÉDITO PRIVADO;2021-09-30;BTGPACTUAL MULTI CDB FIRF REF DI CP;www.itau.com.br;O FUNDO destina-se a receber aplicações de recursos provenientes exclusivamente de investidores pessoas físicas e jurídicas em geral que busquem performance referenciada as taxas de juros do mercado interbancário.;;obter retorno no longo prazo;O FUNDO tem como objetivo proporcionar aos cotistas rentabilidade que acompanhe a variação da taxa de juros no mercado interbancário (mensurada pela variação do Depósito Interbancário) com alto grau de correlação utilizando-se dos instrumentos disponíveis tanto no mercado à vista quanto no mercado de derivativos, de acordo com as restrições previstas na legislação vigente. Para tanto, o FUNDO aplicará seus recursos preferencialmente em ativos financeiros classificados como Crédito Privado.;0.000000;100.000000;100.000000;;S;N;S;10.000000;500000.000000;10000.000000;10000.000000;14:00;0.000000;0;;Fechamento;0;Fechamento;0;Dias Úteis;1;Fixa;0.400000;;;;0.000000;;0;0.000000;Não há;Não há;-0.530000;2020-10-01;2021-09-30;https://servicosfinanceiros.bnymellon.com;23619738.000000;3;27.510000;;;1;2018-10-29;;;;;;;2021;2020;986.120000;0.000000;;;;0.000000;0.000000;0.000000;349.390000;644.480000;Os Distribuidores são remunerados diretamente pelo FUNDO, com base em percentual da taxa de administração e, em determinados casos, em percentual da taxa de performance, podendo existir ou não desconto da parcela paga à GESTORA.;Sim;;8007280728;www.itau.com.br. Se desejar a reavaliação da soluç;
10.158.115/0001-62;VERDE AM V FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-09-30;VERDE AM V FICFI MULTIMERCADO;WWW.ITAUCUSTODIA.COM.BR;O FUNDO é destinado a receber aplicações de investidores em geral, admitindo investimentos especificamente de fundos de investimento e fundos de investimento em cotas de fundos de investimento, doravante designados cotistas, que busquem a valorização de suas cotas e aceitem assumir os riscos descritos neste Regulamento, aos quais os investimentos do FUNDO e, consequentemente, seus cotistas estão expostos, em razão da política de investimento do FUNDO.;NÃO HÁ RESTRIÇÃO;Proporcionar retorno por meio da aplicação em outros fundos de investimentos, que utilizarão estratégia de investimento diversificada.;O FUNDO buscará proporcionar a valorização de suas cotas mediante aquisição de cotas de fundos de investimento que apliquem seus recursos em ativos financeiros e/ou modalidades operacionais disponíveis no âmbito do mercado financeiro, buscando através de estratégias de investimento baseadas em cenários macroeconômicos de médio e longo prazos, rentabilidade acima do Certificado de Depósito Interbancário - CDI.;20.000000;50.000000;100.000000;;N;N;S;100.000000;1000000.000000;100000.000000;100000.000000;15:00;1000000.000000;0;Não há;Fechamento;0;Fechamento;30;Dias Corridos;31;Fixa;2.000000;0.000000;2.500000;2,5% do patrimônio líquido ao ano.;0.000000;Não há.;0;;Não há.;Para o fundo, será cobrada taxa de performance corresponde a 20% da valorização das cotas do Fundo que exceder a 100% do índice CDI mais 0% a.a.;2.920000;2020-09-01;2021-08-31;WWW.ITAUCUSTODIA.COM.BR;212160181.580000;4;40.030000;CDI;34.860000;0;2009-01-16;;;;;;;2021;2020;1021.220000;4.490000;0.000000;;20.000000;22.760000;68.050000;115.980000;262.950000;494.530000;A principal atividade realizada pela Intrag é a administração fiduciária, no entanto, esta pode, observados certos requisitos, atuar como distribuidora dos fundos por ela administrados: (i) seja como principal distribuidor ou (ii) mediante processo de seleção de agentes autônomos, sendo, nesta situação, remunerada pela própria taxa de administração paga pelo fundo.;No caso do FUNDO, a Intrag é a principal distribuidora de suas cotas. Embora não seja sua atividade preponderante, pode eventualmente exercer essa atividade, no âmbito de sua atuação como administradora fiduciária de fundos;A Intrag distribui cotas de fundo que não seja o administrador somente em casos excepcionais e remunerações recebidas nos termos do art. 92 da ICVM 555 observam a regulamentação. Assim, não se identificam situações de conflitos não aceitas pela regulamentação. Também não há acordos ou orientações que favoreçam a distribuição de certos fundos em detrimento de outros. Ao contratar agentes autônomos: i) não podem realizar, mesmo gratuitamente, atividades de consultoria, e (ii) devem reportar ao cliente e à Intrag conflitos identificados ou suspeitos remuneração ou benefício indireto;8007280728;WWW.INTRAG.COM.BR;SUBSTITUA ESTA FRASE PELAS INFORMAÇÕES ADICIONAIS DO COTISTA.
10.158.171/0001-05;SAFARI 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO  MULTIMERCADO;2021-09-30;SAFARI FIC FIM;http:\\www.cshg.com.br\;O FUNDO é destinado exclusivamente a aplicações de investidores em geral, assim definidos nos termos da regulamentação em vigor da CVM e observadas as disposições do Formulário de Informações Complementares do FUNDO, doravante designados cotistas, que busquem a valorização de suas cotas e aceitem assumir os riscos descritos neste Regulamento, aos quais os investimentos do FUNDO e, consequentemente, seus cotistas estão expostos, em razão da política de investimento do FUNDO.;Não há.;O FUNDO buscará proporcionar a valorização de suas cotas mediante aquisição de cotas de fundos de investimento que apliquem seus recursos em ativos financeiros e/ou modalidades operacionais disponíveis no âmbito do mercado financeiro, buscando rentabilidade acima do Certificado de Depósito Interbancário - CDI.;O FUNDO aloca preponderantemente no SAFARI DIV MASTER FIA (¿MASTER¿). O MASTER aloca seus recursos em: derivativos operações de renda fixa na BM&FBovespa e compra de ativos financeiros a vista empréstimo de ações fundos de investimento ICVM555 FIP, FIM, FIDC , FIC FIDC títulos da dívida pública ações, debêntures, certificados de depósito de valores mobiliários e notas promissórias contratos de investimento coletivo ouro títulos/contratos de obrigação de instituição financeira warrants, contratos mercantis de compra e venda, mercadorias para entrega futura créditos, títulos, contratos e modalidades operacionais que incluem CCB, CRI, CPR e derivativos em geral. O MASTER possuirá, no mínimo, 67% em ações negociadas em bolsa ou mercado de balcão bônus ou recibos de subscrição e certificados de depósito de ações cotas de fundos de ações e de fundos de índice de ações negociadas e BDR classificados como nível II e III.;20.000000;33.000000;200.000000;;N;N;S;95.000000;100000.000000;10000.000000;0.010000;15:00;100000.000000;0;Não há.;Fechamento;0;Fechamento;27;Dias Corridos;29;Variável;;1.800000;2.500000;;0.000000;Não há.;0;0.000000;Não há.;20,00% do que exceder 100,00% do CDI.;1.681186;2020-08-31;2021-08-31;http:\\www.cshg.com.br\;31108030.180000;4;88.058109;CDI;30.624901;2;2009-01-02;;Divisão da Cota1(Cota do ultimo dia util do mês anterior) com a Cota2(Cota do ultimo dia util do mes corrente), decrementando 1 e multiplicando por 100.;-5.160000;((Cota1/Cota2)-1)*100;;;2021;2020;891.940000;0.000000;;;;10.380000;37.780000;69.690000;293.220000;540.820000;A ADMINISTRADORA, no exercício das suas funções, é responsável pela distribuição pública das cotas do FUNDO em observância ao disposto na regulamentação aplicável. As cotas do FUNDO são destinadas exclusivamente à subscrição e integralização por investidores que se enquadrem no público alvo do FUNDO, conforme previsto no Regulamento. Pelo exercício de todas as suas funções, inclusive pela distribuição pública das cotas do FUNDO, a ADMINISTRADORA fará jus à remuneração composta por uma parcela da taxa de administração do FUNDO e, se for o caso, por uma parcela da taxa de performance do FUNDO, previstas no Regulamento.;No exercício de suas funções como distribuidora de cotas de fundos de investimento, a ADMINISTRADORA não oferta, de forma preponderante, para o público alvo do FUNDO, fundos de investimento geridos por um único gestor ou por gestoras ligadas a um mesmo grupo econômico.;A ADMINISTRADORA é parte integrante do grupo CS no Brasil, o qual atua em diversos segmentos do mercado financeiro e de capitais, tais como asset management e private banking. Há a segregação física e de acessos com relação às áreas de backoffice e asset management e private banking, permitindo sigilo de informações e dados de clientes os sistemas comuns utilizados entre as áreas, possuem níveis de acesso que são definidos de acordo com a função exercida por cada área e/ou funcionário. A distribuição de cotas do FUNDO é realizada em observância às regras de suitability da CVM e da ANBIMA.;800558777;DDG: 0800 77 20 100 www.cshg.com.br/ouvidoria;-
